Date,Zipcode,New Eviction Filings,COVID19 Declarations,Marshals Evictions Executed,Valid NY Zipcode?
2016-11,10075,28.0,,,yes
2016-11,10128,74.0,,,yes
2016-11,10162,3.0,,,yes
2016-11,10280,15.0,,,yes
2016-11,10282,3.0,,,yes
2016-11,10301,68.0,,,yes
2016-11,10302,22.0,,,yes
2016-11,10303,35.0,,,yes
2016-11,10304,77.0,,,yes
2016-11,10305,18.0,,,yes
2016-11,10306,41.0,,,yes
2016-11,10307,6.0,,,yes
2016-11,10308,7.0,,,yes
2016-11,10309,5.0,,,yes
2016-11,10310,21.0,,,yes
2016-11,10312,8.0,,,yes
2016-11,10314,37.0,,,yes
2016-11,10422,1.0,,,no
2016-11,10451,392.0,,,yes
2016-11,10452,610.0,,,yes
2016-11,10453,673.0,,,yes
2016-11,10454,317.0,,,yes
2016-11,10455,365.0,,,yes
2016-11,10456,630.0,,,yes
2016-11,10457,578.0,,,yes
2016-11,10458,475.0,,,yes
2016-11,10459,358.0,,,yes
2016-11,10460,389.0,,,yes
2016-11,10461,70.0,,,yes
2016-11,10462,262.0,,,yes
2016-11,10463,265.0,,,yes
2016-11,10464,2.0,,,yes
2016-11,10465,67.0,,,yes
2016-11,10466,252.0,,,yes
2016-11,10467,589.0,,,yes
2016-11,10468,520.0,,,yes
2016-11,10469,137.0,,,yes
2016-11,10470,35.0,,,yes
2016-11,10471,35.0,,,yes
2016-11,10472,390.0,,,yes
2016-11,10473,254.0,,,yes
2016-11,10474,97.0,,,yes
2016-11,10475,80.0,,,yes
2016-11,11004,6.0,,,yes
2016-11,11040,1.0,,,yes
2016-11,11101,97.0,,,yes
2016-11,11102,37.0,,,yes
2016-11,11103,24.0,,,yes
2016-11,11104,49.0,,,yes
2016-11,11105,41.0,,,yes
2016-11,11106,99.0,,,yes
2016-11,11109,20.0,,,yes
2016-11,11111,1.0,,,no
2016-11,11201,137.0,,,yes
2016-11,11203,219.0,,,yes
2016-11,11204,69.0,,,yes
2016-11,11205,126.0,,,yes
2016-11,11206,239.0,,,yes
2016-11,11207,322.0,,,yes
2016-11,11208,374.0,,,yes
2016-11,11209,78.0,,,yes
2016-11,11210,186.0,,,yes
2016-11,11211,62.0,,,yes
2016-11,11212,415.0,,,yes
2016-11,11213,263.0,,,yes
2016-11,11214,71.0,,,yes
2016-11,11215,20.0,,,yes
2016-11,11216,128.0,,,yes
2016-11,11217,24.0,,,yes
2016-11,11218,62.0,,,yes
2016-11,11219,30.0,,,yes
2016-11,11220,56.0,,,yes
2016-11,11221,193.0,,,yes
2016-11,11222,24.0,,,yes
2016-11,11223,71.0,,,yes
2016-11,11224,140.0,,,yes
2016-11,11225,348.0,,,yes
2016-11,11226,532.0,,,yes
2016-11,11227,1.0,,,no
2016-11,11228,16.0,,,yes
2016-11,11229,115.0,,,yes
2016-11,11230,116.0,,,yes
2016-11,11231,66.0,,,yes
2016-11,11232,17.0,,,yes
2016-11,11233,404.0,,,yes
2016-11,11234,83.0,,,yes
2016-11,11235,108.0,,,yes
2016-11,11236,158.0,,,yes
2016-11,11237,37.0,,,yes
2016-11,11238,140.0,,,yes
2016-11,11239,210.0,,,yes
2016-11,11249,26.0,,,yes
2016-11,11354,89.0,,,yes
2016-11,11355,102.0,,,yes
2016-11,11356,12.0,,,yes
2016-11,11357,7.0,,,yes
2016-11,11358,16.0,,,yes
2016-11,11360,12.0,,,yes
2016-11,11361,10.0,,,yes
2016-11,11363,3.0,,,yes
2016-11,11364,8.0,,,yes
2016-11,11365,104.0,,,yes
2016-11,11366,7.0,,,yes
2016-11,11367,83.0,,,yes
2016-11,11368,388.0,,,yes
2016-11,11369,25.0,,,yes
2016-11,11370,14.0,,,yes
2016-11,11372,98.0,,,yes
2016-11,11373,127.0,,,yes
2016-11,11374,74.0,,,yes
2016-11,11375,65.0,,,yes
2016-11,11377,82.0,,,yes
2016-11,11378,14.0,,,yes
2016-11,11379,16.0,,,yes
2016-11,11385,75.0,,,yes
2016-11,11386,1.0,,,yes
2016-11,11411,3.0,,,yes
2016-11,11412,24.0,,,yes
2016-11,11413,35.0,,,yes
2016-11,11414,13.0,,,yes
2016-11,11415,46.0,,,yes
2016-11,11416,20.0,,,yes
2016-11,11417,10.0,,,yes
2016-11,11418,43.0,,,yes
2016-11,11419,26.0,,,yes
2016-11,11420,14.0,,,yes
2016-11,11421,37.0,,,yes
2016-11,11422,15.0,,,yes
2016-11,11423,54.0,,,yes
2016-11,11426,11.0,,,yes
2016-11,11427,33.0,,,yes
2016-11,11428,21.0,,,yes
2016-11,11429,18.0,,,yes
2016-11,11432,121.0,,,yes
2016-11,11433,98.0,,,yes
2016-11,11434,180.0,,,yes
2016-11,11435,80.0,,,yes
2016-11,11436,5.0,,,yes
2016-11,11691,232.0,,,yes
2016-11,11692,64.0,,,yes
2016-11,11693,15.0,,,yes
2016-11,11694,31.0,,,yes
2016-11,99999,1.0,,,no
2016-12,10001,54.0,,,yes
2016-12,10002,97.0,,,yes
2016-12,10003,36.0,,,yes
2016-12,10004,1.0,,,yes
2016-12,10005,6.0,,,yes
2016-12,10006,3.0,,,yes
2016-12,10007,2.0,,,yes
2016-12,10009,147.0,,,yes
2016-12,10010,24.0,,,yes
2016-12,10011,60.0,,,yes
2016-12,10012,22.0,,,yes
2016-12,10013,16.0,,,yes
2016-12,10014,34.0,,,yes
2016-12,10016,66.0,,,yes
2016-12,10017,9.0,,,yes
2016-12,10018,6.0,,,yes
2016-12,10019,53.0,,,yes
2016-12,10021,27.0,,,yes
2016-12,10022,35.0,,,yes
2016-12,10023,52.0,,,yes
2016-12,10024,64.0,,,yes
2016-12,10025,218.0,,,yes
2016-12,10026,103.0,,,yes
2016-12,10027,224.0,,,yes
2016-12,10028,31.0,,,yes
2016-12,10029,289.0,,,yes
2016-12,10030,180.0,,,yes
2016-12,10031,218.0,,,yes
2016-12,10032,201.0,,,yes
2016-12,10033,133.0,,,yes
2016-12,10034,177.0,,,yes
2016-12,10035,199.0,,,yes
2016-12,10036,54.0,,,yes
2016-12,10037,118.0,,,yes
2016-12,10038,88.0,,,yes
2016-12,10039,197.0,,,yes
2016-12,10040,172.0,,,yes
2016-12,10044,11.0,,,yes
2016-12,10065,14.0,,,yes
2016-12,10069,13.0,,,yes
2016-12,10075,20.0,,,yes
2016-12,10101,1.0,,,yes
2016-12,10128,48.0,,,yes
2016-12,10162,3.0,,,yes
2016-12,10280,6.0,,,yes
2016-12,10282,1.0,,,yes
2016-12,10301,49.0,,,yes
2016-12,10302,9.0,,,yes
2016-12,10303,28.0,,,yes
2016-12,10304,170.0,,,yes
2016-12,10305,24.0,,,yes
2016-12,10306,52.0,,,yes
2016-12,10307,2.0,,,yes
2016-12,10308,5.0,,,yes
2016-12,10309,6.0,,,yes
2016-12,10310,18.0,,,yes
2016-12,10312,8.0,,,yes
2016-12,10314,46.0,,,yes
2016-12,10451,299.0,,,yes
2016-12,10452,559.0,,,yes
2016-12,10453,631.0,,,yes
2016-12,10454,266.0,,,yes
2016-12,10455,321.0,,,yes
2016-12,10456,706.0,,,yes
2016-12,10457,522.0,,,yes
2016-12,10458,437.0,,,yes
2016-12,10459,319.0,,,yes
2016-12,10460,331.0,,,yes
2016-12,10461,112.0,,,yes
2016-12,10462,291.0,,,yes
2016-12,10463,245.0,,,yes
2016-12,10464,6.0,,,yes
2016-12,10465,67.0,,,yes
2016-12,10466,205.0,,,yes
2016-12,10467,528.0,,,yes
2016-12,10468,513.0,,,yes
2016-12,10469,130.0,,,yes
2016-12,10470,28.0,,,yes
2016-12,10471,39.0,,,yes
2016-12,10472,294.0,,,yes
2016-12,10473,350.0,,,yes
2016-12,10474,95.0,,,yes
2016-12,10475,127.0,,,yes
2016-12,11001,1.0,,,yes
2016-12,11003,1.0,,,yes
2016-12,11004,4.0,,,yes
2016-12,11101,45.0,,,yes
2016-12,11102,68.0,,,yes
2016-12,11103,23.0,,,yes
2016-12,11104,42.0,,,yes
2016-12,11105,35.0,,,yes
2016-12,11106,78.0,,,yes
2016-12,11109,6.0,,,yes
2016-12,11111,5.0,,,no
2016-12,11201,56.0,,,yes
2016-12,11203,167.0,,,yes
2016-12,11204,58.0,,,yes
2016-12,11205,164.0,,,yes
2016-12,11206,194.0,,,yes
2016-12,11207,314.0,,,yes
2016-12,11208,218.0,,,yes
2016-12,11209,83.0,,,yes
2016-12,11210,210.0,,,yes
2016-12,11211,91.0,,,yes
2016-12,11212,565.0,,,yes
2016-12,11213,325.0,,,yes
2016-12,11214,87.0,,,yes
2016-12,11215,33.0,,,yes
2016-12,11216,171.0,,,yes
2016-12,11217,78.0,,,yes
2016-12,11218,88.0,,,yes
2016-12,11219,27.0,,,yes
2016-12,11220,58.0,,,yes
2016-12,11221,243.0,,,yes
2016-12,11222,25.0,,,yes
2016-12,11223,79.0,,,yes
2016-12,11224,183.0,,,yes
2016-12,11225,263.0,,,yes
2016-12,11226,440.0,,,yes
2016-12,11228,12.0,,,yes
2016-12,11229,67.0,,,yes
2016-12,11230,129.0,,,yes
2016-12,11231,130.0,,,yes
2016-12,11232,21.0,,,yes
2016-12,11233,326.0,,,yes
2016-12,11234,106.0,,,yes
2016-12,11235,101.0,,,yes
2016-12,11236,188.0,,,yes
2016-12,11237,50.0,,,yes
2016-12,11238,127.0,,,yes
2016-12,11239,180.0,,,yes
2016-12,11247,1.0,,,yes
2016-12,11249,51.0,,,yes
2016-12,11354,47.0,,,yes
2016-12,11355,88.0,,,yes
2016-12,11356,14.0,,,yes
2016-12,11357,8.0,,,yes
2016-12,11358,10.0,,,yes
2016-12,11360,7.0,,,yes
2016-12,11361,9.0,,,yes
2016-12,11362,1.0,,,yes
2016-12,11364,8.0,,,yes
2016-12,11365,122.0,,,yes
2016-12,11366,2.0,,,yes
2016-12,11367,94.0,,,yes
2016-12,11368,287.0,,,yes
2016-12,11369,20.0,,,yes
2016-12,11370,17.0,,,yes
2016-12,11372,153.0,,,yes
2016-12,11373,124.0,,,yes
2016-12,11374,64.0,,,yes
2016-12,11375,64.0,,,yes
2016-12,11377,93.0,,,yes
2016-12,11378,19.0,,,yes
2016-12,11379,19.0,,,yes
2016-12,11385,65.0,,,yes
2016-12,11411,6.0,,,yes
2016-12,11412,31.0,,,yes
2016-12,11413,42.0,,,yes
2016-12,11414,5.0,,,yes
2016-12,11415,54.0,,,yes
2016-12,11416,19.0,,,yes
2016-12,11417,8.0,,,yes
2016-12,11418,49.0,,,yes
2016-12,11419,35.0,,,yes
2016-12,11420,20.0,,,yes
2016-12,11421,28.0,,,yes
2016-12,11422,18.0,,,yes
2016-12,11423,57.0,,,yes
2016-12,11426,6.0,,,yes
2016-12,11427,33.0,,,yes
2016-12,11428,11.0,,,yes
2016-12,11429,21.0,,,yes
2016-12,11430,2.0,,,yes
2016-12,11432,203.0,,,yes
2016-12,11433,52.0,,,yes
2016-12,11434,180.0,,,yes
2016-12,11435,145.0,,,yes
2016-12,11436,17.0,,,yes
2016-12,11439,3.0,,,yes
2016-12,11575,1.0,,,yes
2016-12,11691,249.0,,,yes
2016-12,11692,101.0,,,yes
2016-12,11693,64.0,,,yes
2016-12,11694,50.0,,,yes
2016-12,12208,1.0,,,yes
2017-01,0,1.0,,,no
2017-01,10001,53.0,,7.0,yes
2017-01,10002,150.0,,13.0,yes
2017-01,10003,68.0,,8.0,yes
2017-01,10004,8.0,,,yes
2017-01,10005,13.0,,3.0,yes
2017-01,10006,1.0,,,yes
2017-01,10007,3.0,,2.0,yes
2017-01,10009,169.0,,7.0,yes
2017-01,10010,16.0,,2.0,yes
2017-01,10011,65.0,,4.0,yes
2017-01,10012,27.0,,4.0,yes
2017-01,10013,27.0,,4.0,yes
2017-01,10014,42.0,,7.0,yes
2017-01,10016,66.0,,6.0,yes
2017-01,10017,10.0,,5.0,yes
2017-01,10018,11.0,,1.0,yes
2017-01,10019,96.0,,6.0,yes
2017-01,10021,38.0,,2.0,yes
2017-01,10022,28.0,,3.0,yes
2017-01,10023,80.0,,4.0,yes
2017-01,10024,30.0,,1.0,yes
2017-01,10025,137.0,,9.0,yes
2017-01,10026,61.0,,12.0,yes
2017-01,10027,263.0,,14.0,yes
2017-01,10028,30.0,,5.0,yes
2017-01,10029,435.0,,14.0,yes
2017-01,10030,175.0,,12.0,yes
2017-01,10031,257.0,,13.0,yes
2017-01,10032,183.0,,18.0,yes
2017-01,10033,153.0,,13.0,yes
2017-01,10034,195.0,,13.0,yes
2017-01,10035,206.0,,18.0,yes
2017-01,10036,62.0,,4.0,yes
2017-01,10037,156.0,,10.0,yes
2017-01,10038,58.0,,3.0,yes
2017-01,10039,151.0,,8.0,yes
2017-01,10040,165.0,,12.0,yes
2017-01,10044,23.0,,2.0,yes
2017-01,10065,25.0,,2.0,yes
2017-01,10069,2.0,,1.0,yes
2017-01,10075,28.0,,,yes
2017-01,10122,1.0,,,yes
2017-01,10128,105.0,,8.0,yes
2017-01,10280,16.0,,,yes
2017-01,10282,4.0,,1.0,yes
2017-01,10301,72.0,,12.0,yes
2017-01,10302,28.0,,3.0,yes
2017-01,10303,43.0,,7.0,yes
2017-01,10304,81.0,,16.0,yes
2017-01,10305,23.0,,5.0,yes
2017-01,10306,70.0,,4.0,yes
2017-01,10307,3.0,,,yes
2017-01,10308,4.0,,1.0,yes
2017-01,10309,7.0,,,yes
2017-01,10310,42.0,,2.0,yes
2017-01,10312,9.0,,3.0,yes
2017-01,10314,29.0,,7.0,yes
2017-01,10451,326.0,,26.0,yes
2017-01,10452,597.0,,39.0,yes
2017-01,10453,570.0,,43.0,yes
2017-01,10454,203.0,,9.0,yes
2017-01,10455,242.0,,20.0,yes
2017-01,10456,610.0,,77.0,yes
2017-01,10457,545.0,,49.0,yes
2017-01,10458,620.0,,65.0,yes
2017-01,10459,292.0,,31.0,yes
2017-01,10460,346.0,,42.0,yes
2017-01,10461,78.0,,10.0,yes
2017-01,10462,377.0,,28.0,yes
2017-01,10463,269.0,,25.0,yes
2017-01,10464,2.0,,,yes
2017-01,10465,78.0,,2.0,yes
2017-01,10466,337.0,,26.0,yes
2017-01,10467,586.0,,47.0,yes
2017-01,10468,561.0,,51.0,yes
2017-01,10469,89.0,,25.0,yes
2017-01,10470,42.0,,7.0,yes
2017-01,10471,23.0,,2.0,yes
2017-01,10472,367.0,,27.0,yes
2017-01,10473,163.0,,23.0,yes
2017-01,10474,67.0,,9.0,yes
2017-01,10475,109.0,,15.0,yes
2017-01,11004,5.0,,1.0,yes
2017-01,11101,132.0,,3.0,yes
2017-01,11102,101.0,,6.0,yes
2017-01,11103,18.0,,5.0,yes
2017-01,11104,54.0,,3.0,yes
2017-01,11105,26.0,,5.0,yes
2017-01,11106,87.0,,14.0,yes
2017-01,11109,7.0,,1.0,yes
2017-01,11201,117.0,,2.0,yes
2017-01,11202,1.0,,,yes
2017-01,11203,196.0,,32.0,yes
2017-01,11204,30.0,,5.0,yes
2017-01,11205,120.0,,7.0,yes
2017-01,11206,113.0,,13.0,yes
2017-01,11207,272.0,,35.0,yes
2017-01,11208,298.0,,42.0,yes
2017-01,11209,62.0,,8.0,yes
2017-01,11210,118.0,,16.0,yes
2017-01,11211,52.0,,3.0,yes
2017-01,11212,358.0,,50.0,yes
2017-01,11213,251.0,,27.0,yes
2017-01,11214,64.0,,13.0,yes
2017-01,11215,26.0,,4.0,yes
2017-01,11216,147.0,,18.0,yes
2017-01,11217,24.0,,2.0,yes
2017-01,11218,68.0,,6.0,yes
2017-01,11219,30.0,,7.0,yes
2017-01,11220,35.0,,9.0,yes
2017-01,11221,173.0,,23.0,yes
2017-01,11222,17.0,,5.0,yes
2017-01,11223,119.0,,7.0,yes
2017-01,11224,109.0,,10.0,yes
2017-01,11225,247.0,,26.0,yes
2017-01,11226,421.0,,72.0,yes
2017-01,11228,8.0,,3.0,yes
2017-01,11229,145.0,,3.0,yes
2017-01,11230,124.0,,14.0,yes
2017-01,11231,16.0,,2.0,yes
2017-01,11232,16.0,,2.0,yes
2017-01,11233,234.0,,40.0,yes
2017-01,11234,67.0,,13.0,yes
2017-01,11235,97.0,,17.0,yes
2017-01,11236,85.0,,21.0,yes
2017-01,11237,50.0,,8.0,yes
2017-01,11238,95.0,,12.0,yes
2017-01,11239,207.0,,8.0,yes
2017-01,11249,57.0,,,yes
2017-01,11354,70.0,,7.0,yes
2017-01,11355,73.0,,4.0,yes
2017-01,11356,13.0,,6.0,yes
2017-01,11357,9.0,,,yes
2017-01,11358,17.0,,6.0,yes
2017-01,11359,1.0,,,yes
2017-01,11360,8.0,,1.0,yes
2017-01,11361,14.0,,5.0,yes
2017-01,11362,3.0,,2.0,yes
2017-01,11363,7.0,,,yes
2017-01,11364,16.0,,,yes
2017-01,11365,114.0,,3.0,yes
2017-01,11366,5.0,,2.0,yes
2017-01,11367,76.0,,7.0,yes
2017-01,11368,119.0,,27.0,yes
2017-01,11369,19.0,,3.0,yes
2017-01,11370,14.0,,2.0,yes
2017-01,11372,63.0,,11.0,yes
2017-01,11373,96.0,,14.0,yes
2017-01,11374,79.0,,6.0,yes
2017-01,11375,53.0,,3.0,yes
2017-01,11377,60.0,,5.0,yes
2017-01,11378,6.0,,4.0,yes
2017-01,11379,26.0,,3.0,yes
2017-01,11384,2.0,,,no
2017-01,11385,60.0,,17.0,yes
2017-01,11411,15.0,,2.0,yes
2017-01,11412,25.0,,8.0,yes
2017-01,11413,23.0,,3.0,yes
2017-01,11414,12.0,,1.0,yes
2017-01,11415,35.0,,2.0,yes
2017-01,11416,21.0,,8.0,yes
2017-01,11417,16.0,,5.0,yes
2017-01,11418,32.0,,5.0,yes
2017-01,11419,29.0,,4.0,yes
2017-01,11420,33.0,,2.0,yes
2017-01,11421,28.0,,7.0,yes
2017-01,11422,20.0,,9.0,yes
2017-01,11423,69.0,,10.0,yes
2017-01,11426,10.0,,,yes
2017-01,11427,37.0,,4.0,yes
2017-01,11428,10.0,,5.0,yes
2017-01,11429,12.0,,7.0,yes
2017-01,11432,116.0,,17.0,yes
2017-01,11433,69.0,,10.0,yes
2017-01,11434,179.0,,16.0,yes
2017-01,11435,94.0,,14.0,yes
2017-01,11436,15.0,,5.0,yes
2017-01,11691,240.0,,16.0,yes
2017-01,11692,37.0,,4.0,yes
2017-01,11693,51.0,,1.0,yes
2017-01,11694,25.0,,7.0,yes
2017-02,10001,68.0,,6.0,yes
2017-02,10002,251.0,,9.0,yes
2017-02,10003,42.0,,4.0,yes
2017-02,10004,3.0,,,yes
2017-02,10005,5.0,,1.0,yes
2017-02,10006,5.0,,,yes
2017-02,10007,1.0,,,yes
2017-02,10009,109.0,,8.0,yes
2017-02,10010,41.0,,4.0,yes
2017-02,10011,48.0,,5.0,yes
2017-02,10012,19.0,,2.0,yes
2017-02,10013,26.0,,,yes
2017-02,10014,26.0,,2.0,yes
2017-02,10016,39.0,,3.0,yes
2017-02,10017,10.0,,1.0,yes
2017-02,10018,16.0,,1.0,yes
2017-02,10019,64.0,,7.0,yes
2017-02,10020,2.0,,,yes
2017-02,10021,25.0,,7.0,yes
2017-02,10022,26.0,,5.0,yes
2017-02,10023,35.0,,1.0,yes
2017-02,10024,42.0,,4.0,yes
2017-02,10025,134.0,,7.0,yes
2017-02,10026,145.0,,1.0,yes
2017-02,10027,198.0,,14.0,yes
2017-02,10028,22.0,,,yes
2017-02,10029,462.0,,8.0,yes
2017-02,10030,234.0,,7.0,yes
2017-02,10031,229.0,,13.0,yes
2017-02,10032,236.0,,7.0,yes
2017-02,10033,176.0,,17.0,yes
2017-02,10034,181.0,,5.0,yes
2017-02,10035,130.0,,11.0,yes
2017-02,10036,65.0,,7.0,yes
2017-02,10037,136.0,,15.0,yes
2017-02,10038,43.0,,4.0,yes
2017-02,10039,200.0,,5.0,yes
2017-02,10040,192.0,,8.0,yes
2017-02,10044,20.0,,,yes
2017-02,10065,31.0,,1.0,yes
2017-02,10069,5.0,,1.0,yes
2017-02,10075,14.0,,,yes
2017-02,10110,1.0,,,yes
2017-02,10128,48.0,,4.0,yes
2017-02,10144,1.0,,,no
2017-02,10162,3.0,,,yes
2017-02,10280,7.0,,,yes
2017-02,10282,2.0,,,yes
2017-02,10301,78.0,,11.0,yes
2017-02,10302,23.0,,2.0,yes
2017-02,10303,89.0,,10.0,yes
2017-02,10304,68.0,,11.0,yes
2017-02,10305,54.0,,6.0,yes
2017-02,10306,33.0,,3.0,yes
2017-02,10307,2.0,,,yes
2017-02,10308,5.0,,2.0,yes
2017-02,10309,5.0,,3.0,yes
2017-02,10310,32.0,,7.0,yes
2017-02,10312,2.0,,2.0,yes
2017-02,10314,21.0,,6.0,yes
2017-02,10451,398.0,,20.0,yes
2017-02,10452,551.0,,29.0,yes
2017-02,10453,535.0,,36.0,yes
2017-02,10454,284.0,,5.0,yes
2017-02,10455,283.0,,21.0,yes
2017-02,10456,761.0,,32.0,yes
2017-02,10457,610.0,,43.0,yes
2017-02,10458,532.0,,47.0,yes
2017-02,10459,384.0,,18.0,yes
2017-02,10460,405.0,,21.0,yes
2017-02,10461,82.0,,12.0,yes
2017-02,10462,261.0,,18.0,yes
2017-02,10463,265.0,,15.0,yes
2017-02,10464,3.0,,,yes
2017-02,10465,54.0,,3.0,yes
2017-02,10466,199.0,,30.0,yes
2017-02,10467,461.0,,47.0,yes
2017-02,10468,432.0,,41.0,yes
2017-02,10469,122.0,,11.0,yes
2017-02,10470,28.0,,5.0,yes
2017-02,10471,37.0,,1.0,yes
2017-02,10472,334.0,,32.0,yes
2017-02,10473,208.0,,11.0,yes
2017-02,10474,66.0,,4.0,yes
2017-02,10475,80.0,,8.0,yes
2017-02,11002,1.0,,,yes
2017-02,11004,2.0,,,yes
2017-02,11005,1.0,,,yes
2017-02,11101,22.0,,5.0,yes
2017-02,11102,22.0,,1.0,yes
2017-02,11103,16.0,,4.0,yes
2017-02,11104,61.0,,6.0,yes
2017-02,11105,43.0,,1.0,yes
2017-02,11106,34.0,,2.0,yes
2017-02,11109,5.0,,1.0,yes
2017-02,11201,72.0,,4.0,yes
2017-02,11202,1.0,,,yes
2017-02,11203,173.0,,29.0,yes
2017-02,11204,45.0,,5.0,yes
2017-02,11205,113.0,,,yes
2017-02,11206,279.0,,10.0,yes
2017-02,11207,444.0,,31.0,yes
2017-02,11208,303.0,,36.0,yes
2017-02,11209,59.0,,6.0,yes
2017-02,11210,199.0,,13.0,yes
2017-02,11211,90.0,,2.0,yes
2017-02,11212,493.0,,37.0,yes
2017-02,11213,327.0,,29.0,yes
2017-02,11214,77.0,,16.0,yes
2017-02,11215,28.0,,,yes
2017-02,11216,152.0,,9.0,yes
2017-02,11217,44.0,,4.0,yes
2017-02,11218,80.0,,3.0,yes
2017-02,11219,45.0,,3.0,yes
2017-02,11220,50.0,,10.0,yes
2017-02,11221,229.0,,23.0,yes
2017-02,11222,13.0,,4.0,yes
2017-02,11223,81.0,,5.0,yes
2017-02,11224,111.0,,9.0,yes
2017-02,11225,240.0,,16.0,yes
2017-02,11226,438.0,,37.0,yes
2017-02,11228,9.0,,2.0,yes
2017-02,11229,106.0,,8.0,yes
2017-02,11230,104.0,,14.0,yes
2017-02,11231,112.0,,,yes
2017-02,11232,31.0,,3.0,yes
2017-02,11233,315.0,,28.0,yes
2017-02,11234,46.0,,7.0,yes
2017-02,11235,107.0,,12.0,yes
2017-02,11236,134.0,,22.0,yes
2017-02,11237,46.0,,8.0,yes
2017-02,11238,102.0,,12.0,yes
2017-02,11239,131.0,,6.0,yes
2017-02,11249,44.0,,1.0,yes
2017-02,11354,47.0,,5.0,yes
2017-02,11355,93.0,,4.0,yes
2017-02,11356,8.0,,4.0,yes
2017-02,11357,13.0,,6.0,yes
2017-02,11358,11.0,,1.0,yes
2017-02,11360,6.0,,,yes
2017-02,11361,4.0,,3.0,yes
2017-02,11362,1.0,,,yes
2017-02,11363,1.0,,,yes
2017-02,11364,12.0,,2.0,yes
2017-02,11365,84.0,,3.0,yes
2017-02,11367,42.0,,6.0,yes
2017-02,11368,183.0,,16.0,yes
2017-02,11369,21.0,,2.0,yes
2017-02,11370,14.0,,,yes
2017-02,11372,116.0,,14.0,yes
2017-02,11373,109.0,,7.0,yes
2017-02,11374,43.0,,6.0,yes
2017-02,11375,58.0,,3.0,yes
2017-02,11377,54.0,,9.0,yes
2017-02,11378,15.0,,8.0,yes
2017-02,11379,7.0,,1.0,yes
2017-02,11385,61.0,,13.0,yes
2017-02,11411,6.0,,1.0,yes
2017-02,11412,29.0,,9.0,yes
2017-02,11413,22.0,,8.0,yes
2017-02,11414,7.0,,3.0,yes
2017-02,11415,41.0,,2.0,yes
2017-02,11416,10.0,,,yes
2017-02,11417,16.0,,3.0,yes
2017-02,11418,29.0,,9.0,yes
2017-02,11419,21.0,,6.0,yes
2017-02,11420,31.0,,5.0,yes
2017-02,11421,35.0,,4.0,yes
2017-02,11422,16.0,,3.0,yes
2017-02,11423,33.0,,5.0,yes
2017-02,11426,11.0,,1.0,yes
2017-02,11427,50.0,,2.0,yes
2017-02,11428,14.0,,3.0,yes
2017-02,11429,18.0,,1.0,yes
2017-02,11432,107.0,,10.0,yes
2017-02,11433,56.0,,9.0,yes
2017-02,11434,155.0,,13.0,yes
2017-02,11435,91.0,,8.0,yes
2017-02,11436,9.0,,3.0,yes
2017-02,11691,224.0,,15.0,yes
2017-02,11692,17.0,,4.0,yes
2017-02,11693,6.0,,6.0,yes
2017-02,11694,23.0,,1.0,yes
2017-02,99999,4.0,,,no
2017-03,0,1.0,,,no
2017-03,10001,40.0,,2.0,yes
2017-03,10002,180.0,,4.0,yes
2017-03,10003,37.0,,5.0,yes
2017-03,10004,7.0,,,yes
2017-03,10005,9.0,,1.0,yes
2017-03,10006,3.0,,1.0,yes
2017-03,10007,1.0,,,yes
2017-03,10009,184.0,,7.0,yes
2017-03,10010,33.0,,1.0,yes
2017-03,10011,67.0,,7.0,yes
2017-03,10012,25.0,,3.0,yes
2017-03,10013,18.0,,4.0,yes
2017-03,10014,45.0,,3.0,yes
2017-03,10016,62.0,,4.0,yes
2017-03,10017,15.0,,1.0,yes
2017-03,10018,19.0,,,yes
2017-03,10019,59.0,,6.0,yes
2017-03,10021,56.0,,4.0,yes
2017-03,10022,37.0,,2.0,yes
2017-03,10023,95.0,,2.0,yes
2017-03,10024,73.0,,6.0,yes
2017-03,10025,203.0,,7.0,yes
2017-03,10026,123.0,,9.0,yes
2017-03,10027,328.0,,9.0,yes
2017-03,10028,36.0,,2.0,yes
2017-03,10029,489.0,,10.0,yes
2017-03,10030,191.0,,13.0,yes
2017-03,10031,223.0,,17.0,yes
2017-03,10032,172.0,,12.0,yes
2017-03,10033,145.0,,13.0,yes
2017-03,10034,204.0,,6.0,yes
2017-03,10035,225.0,,14.0,yes
2017-03,10036,53.0,,12.0,yes
2017-03,10037,211.0,,17.0,yes
2017-03,10038,19.0,,,yes
2017-03,10039,182.0,,10.0,yes
2017-03,10040,147.0,,13.0,yes
2017-03,10044,27.0,,1.0,yes
2017-03,10065,20.0,,3.0,yes
2017-03,10069,8.0,,,yes
2017-03,10075,32.0,,1.0,yes
2017-03,10101,,,1.0,yes
2017-03,10128,89.0,,3.0,yes
2017-03,10162,1.0,,,yes
2017-03,10280,15.0,,1.0,yes
2017-03,10282,1.0,,,yes
2017-03,10301,71.0,,15.0,yes
2017-03,10302,16.0,,,yes
2017-03,10303,42.0,,11.0,yes
2017-03,10304,74.0,,7.0,yes
2017-03,10305,11.0,,5.0,yes
2017-03,10306,42.0,,5.0,yes
2017-03,10307,2.0,,,yes
2017-03,10308,2.0,,2.0,yes
2017-03,10309,6.0,,2.0,yes
2017-03,10310,41.0,,6.0,yes
2017-03,10312,10.0,,2.0,yes
2017-03,10314,29.0,,5.0,yes
2017-03,10451,336.0,,20.0,yes
